level_0,index,id,classification_predictions,regression_predictions,isHigh,isLow,energy_1vs3,energy_6vs10,energy_20vs30,prob
15430,430,4d2345c9a4ef7f627ffbdf8ee4a7b7a0d9b5b651,1.0,1.0,0.00092735887,0.94704646,[0.         0.13377541 0.26785493 0.        ],[0.0000000e+00 2.2824419e-04 3.7565220e-05 0.0000000e+00],[0.         0.13927512 0.1604715  0.        ],1.0
8084,84,bc34bda3470dfdfe086b6a825799271423e8f0bd,1.0,1.0,0.0025006533,0.9640964,[0.         0.05052434 0.18478683 0.        ],[0.0000000e+00 2.5312413e-04 3.4833472e-05 0.0000000e+00],[0.         0.13489397 0.15547822 0.        ],1.0
6147,147,bf2d43b66b257589d50c430c69359c5b3522bd7a,1.0,1.0,0.0008556545,0.97019416,[0.         0.2121996  0.34646916 0.        ],[0.0000000e+00 3.3398037e-04 5.8286463e-05 0.0000000e+00],[0.         0.14247479 0.13742438 0.        ],1.0
12288,288,39860459f6a22732a2898e6e29d64872f6c90495,1.0,1.0,0.001540333,0.9419701,[0.         0.25387442 0.38823932 0.        ],[0.000000e+00 5.168931e-04 7.836779e-05 0.000000e+00],[0.         0.1404658  0.13470195 0.        ],1.0
8107,107,fcdb1b1bdaacb9efda810da3703054dcbb64e374,1.0,1.0,0.00047117472,0.9634278,[0.         0.25829762 0.39268628 0.        ],[0.0000000e+00 3.9163194e-04 5.4173310e-05 0.0000000e+00],[0.         0.13756277 0.15189442 0.        ],1.0
14308,308,34e25d872a7760c04797648f5b012770c40df5a3,1.0,1.0,0.0019106269,0.9657051,[0.         0.20845185 0.34294355 0.        ],[0.0000000e+00 4.0525119e-04 5.7184687e-05 0.0000000e+00],[0.         0.14167883 0.1440191  0.        ],1.0
7290,290,b70144f30175db49028c7075d518f7032ab255ab,1.0,1.0,0.0008736253,0.97503304,[0.         0.21124066 0.34578705 0.        ],[0.         0.00080471 0.00015131 0.        ],[0.         0.14000298 0.1313493  0.        ],1.0
6721,721,7159e339aae58435a8584d46916eedc2d93f6a0a,1.0,1.0,0.0038501322,0.95220613,[0.         0.11489332 0.24954468 0.        ],[0.0000000e+00 3.1859393e-04 4.9699400e-05 0.0000000e+00],[0.         0.14426778 0.15061434 0.        ],1.0
11634,634,e6057753b9a54c43a2e60193e53cd8ebdd1d9bb6,1.0,1.0,0.0010042489,0.93345094,[0.         0.07448337 0.20921727 0.        ],[0.0000000e+00 3.0869961e-04 4.3588811e-05 0.0000000e+00],[0.         0.13404307 0.16338077 0.        ],1.0
13277,277,b9999e743082c067d28987db6cfe6bb0953d02af,1.0,1.0,0.0008238256,0.97727346,[0.         0.2772232  0.41209194 0.        ],[0.         0.00091256 0.00015428 0.        ],[0.         0.14456074 0.1318951  0.        ],1.0
10687,687,82a3f403d1f12009206750183b8bd1d70cf06022,1.0,1.0,0.0030051768,0.89933467,[0.         0.0161866  0.15110086 0.        ],[0.0000000e+00 1.7586452e-04 1.9424378e-05 0.0000000e+00],[0.         0.13113955 0.17311    0.        ],1.0
7129,129,878b39b4a3e83155ae71e49456f5af1a2814558a,1.0,1.0,0.0015024245,0.94100493,[0.         0.15912715 0.29407552 0.        ],[0.0000000e+00 3.2297784e-04 5.2749176e-05 0.0000000e+00],[0.         0.13969958 0.15477797 0.        ],1.0
15121,121,4222bd34dac00063316ae61668d5e76b7dc31120,1.0,1.0,0.0010916889,0.93242383,[0.         0.02059583 0.15562505 0.        ],[0.0000000e+00 1.3210208e-04 1.8827373e-05 0.0000000e+00],[0.         0.14033376 0.17028841 0.        ],1.0
1747,747,11a78a39a4f7b8f7dcd4d3bb92abffeb707976ab,1.0,1.0,0.0,1.0,[0.         0.08129341 0.21654697 0.        ],[0.0000000e+00 2.4080335e-04 3.3978362e-05 0.0000000e+00],[0.         0.1402749  0.16010381 0.        ],1.0
1148,148,62778528365318d0a72e4b9e3d0a632c3c2209be,1.0,1.0,0.0,1.0,[0.         0.25971857 0.3950603  0.        ],[0.         0.00067047 0.00011997 0.        ],[0.         0.13979387 0.13758056 0.        ],1.0
16294,294,bda04e34325227031c123231a0e20c652f3e588d,1.0,1.0,0.0011651516,0.96102715,[0.         0.12775186 0.2632242  0.        ],[0.0000000e+00 4.5360529e-04 6.5728425e-05 0.0000000e+00],[0.         0.13510709 0.15190871 0.        ],1.0
15021,21,234f2fbed3368a5e733033b42bddef2e0c1ba3bf,1.0,1.0,0.002671659,0.9678107,[0.         0.25043344 0.38608292 0.        ],[0.0000000e+00 6.0045364e-04 8.7392902e-05 0.0000000e+00],[0.         0.14118893 0.13257025 0.        ],1.0
7008,8,2f1ef14ffff4085bf4b0f365449986fa34706445,1.0,1.0,0.011290401,0.9395275,[0.         0.03645101 0.1721191  0.        ],[0.0000000e+00 1.6744137e-04 2.0070642e-05 0.0000000e+00],[0.         0.14250644 0.16223371 0.        ],1.0
4333,333,000804a189f630cd980ff1543c0ef99d48cd6b34,1.0,1.0,0.0024892986,0.86571574,[0.         0.12702437 0.26270726 0.        ],[0.0000000e+00 3.4667354e-04 4.6228208e-05 0.0000000e+00],[0.         0.13794988 0.14385265 0.        ],1.0
16750,750,aaecbf9b287b01e12503cbbaa5a9783e4292d5a1,1.0,1.0,0.001124233,0.9779636,[0.         0.16286214 0.298618   0.        ],[0.0000000e+00 3.8766480e-04 7.2232106e-05 0.0000000e+00],[0.         0.14111148 0.12910162 0.        ],1.0
16643,643,e369ded08ac6807b8c1ed203b8c21b4977b854cb,1.0,1.0,0.0012360215,0.94552827,[0.         0.05856763 0.1944637  0.        ],[0.0000000e+00 2.3567065e-04 3.3404940e-05 0.0000000e+00],[0.         0.14201082 0.15715364 0.        ],1.0
10642,642,3d109394d0ba01ca95a5004a8698ff033507fa1e,1.0,1.0,0.0012484789,0.94449884,[0.         0.09648658 0.23241621 0.        ],[0.0000000e+00 2.1624885e-04 3.2054701e-05 0.0000000e+00],[0.         0.14034192 0.1618176  0.        ],1.0
10979,979,c019fab48c98af8e057d606ce8dfb7415a814451,1.0,1.0,0.0006029308,0.97257423,[0.         0.22252394 0.35883164 0.        ],[0.0000000e+00 3.7255583e-04 7.5046701e-05 0.0000000e+00],[0.         0.14643142 0.15120672 0.        ],1.0
7763,763,de98891a0efd9d6224b0025068a696742d86a165,1.0,1.0,0.0009382069,0.94831663,[0.         0.10263595 0.23900387 0.        ],[0.0000000e+00 2.6539655e-04 4.3484371e-05 0.0000000e+00],[0.         0.13835359 0.15544161 0.        ],1.0
5575,575,2bc429b710c1c5e1601f68bdd379a4b67fd81c7b,1.0,1.0,0.0009198487,0.9466781,[0.         0.18409207 0.32047153 0.        ],[0.0000000e+00 4.1297547e-04 5.5410117e-05 0.0000000e+00],[0.         0.13651384 0.15250903 0.        ],1.0
7844,844,6e9a1c66585c7520d932df1b5a6fcbc224526b2d,1.0,1.0,0.00086450577,0.95905983,[0.         0.17517906 0.31166914 0.        ],[0.0000000e+00 3.5086123e-04 6.0587463e-05 0.0000000e+00],[0.         0.14189404 0.15328756 0.        ],1.0
4100,100,cb975fe367a339b0cae970eac801265ae21bfd5a,1.0,1.0,0.0009972453,0.96230793,[0.         0.18457536 0.32107013 0.        ],[0.0000000e+00 3.3807740e-04 5.8446967e-05 0.0000000e+00],[0.         0.14064619 0.14503801 0.        ],1.0
11091,91,759f2cc5d7af507621f4c38b301e842b2f1b3525,1.0,1.0,0.00037106872,0.98765135,[0.         0.154838   0.29134008 0.        ],[0.         0.00116657 0.00022552 0.        ],[0.         0.14141212 0.11504731 0.        ],1.0
13434,434,0cc3dc7f75df1586863244aa22113367649279d0,1.0,1.0,0.0004837513,0.9772164,[0.         0.27419055 0.41091743 0.        ],[0.         0.00072803 0.00013796 0.        ],[0.         0.14713587 0.14315996 0.        ],1.0
10057,57,3d191a904e0a90370b551949280c3a84533cc829,1.0,1.0,0.00068184733,0.95134175,[0.         0.05383022 0.19057773 0.        ],[0.00000e+00 2.17121e-04 3.16348e-05 0.00000e+00],[0.         0.13571939 0.16350688 0.        ],1.0
9690,690,fccfa983db3de0f8d0e15d3a70e1721d17b89b73,1.0,1.0,0.0019660294,0.9645493,[0.         0.08025873 0.21709609 0.        ],[0.000000e+00 3.002700e-04 4.479041e-05 0.000000e+00],[0.         0.1338432  0.14925301 0.        ],1.0
14938,938,bdfe0f5d4948c2b5e2b937b47707af8892a5dd1c,1.0,1.0,0.0020087957,0.9735811,[0.         0.07308757 0.20992772 0.        ],[0.0000000e+00 2.9809016e-04 4.4159420e-05 0.0000000e+00],[0.         0.14978391 0.15099728 0.        ],1.0
9520,520,c7c1e447e3d2803bbbf886c112f5dfbf5cb91d8f,1.0,1.0,0.0015777051,0.9541767,[0.         0.11175557 0.24870513 0.        ],[0.0000000e+00 4.4281047e-04 7.3273586e-05 0.0000000e+00],[0.         0.13985941 0.14501904 0.        ],1.0
9427,427,af14cb86a40ce3ede7cf14f06552725e568a902e,1.0,1.0,0.0022727847,0.95898163,[0.         0.08774221 0.22478044 0.        ],[0.0000000e+00 2.2629842e-04 3.0276342e-05 0.0000000e+00],[0.         0.14099763 0.15040152 0.        ],1.0
886,886,e63a2675d736a7543fe7b271fdfd08e953ab4418,1.0,1.0,0.0,1.0,[0.         0.23377296 0.3708996  0.        ],[0.0000000e+00 3.8722821e-04 7.8355784e-05 0.0000000e+00],[0.         0.14623436 0.15052395 0.        ],1.0
6025,25,fdae2eab32650afa0d3f5a3c3cc3054f96472237,1.0,1.0,0.0007029772,0.9634137,[0.         0.22258615 0.35976014 0.        ],[0.         0.0006812  0.00011565 0.        ],[0.         0.13788904 0.14568657 0.        ],1.0
9709,709,9da5e614971cb0e5267728840832b53093b06652,1.0,1.0,0.0022179186,0.9584864,[0.         0.06249963 0.1999594  0.        ],[0.0000000e+00 1.8088114e-04 2.4524907e-05 0.0000000e+00],[0.         0.13822122 0.15475576 0.        ],1.0
10059,59,4bce4d6fce267c8cd273578815e2dccf8b32fa1b,1.0,1.0,0.00045979023,0.9677088,[0.         0.19688742 0.3347255  0.        ],[0.0000000e+00 4.1669689e-04 7.1131755e-05 0.0000000e+00],[0.         0.13735741 0.14197347 0.        ],1.0
12120,120,d54c6e7349faf5be1475a7114824a6bdd0c3af1c,1.0,1.0,0.001175195,0.9647591,[0.         0.14030367 0.278349   0.        ],[0.0000000e+00 4.3025552e-04 5.7905294e-05 0.0000000e+00],[0.         0.14007929 0.13960433 0.        ],1.0
12256,256,da05ea4c75cbd00e53226c651c71e4815c9193e4,1.0,1.0,0.0014846325,0.9428059,[0.         0.10463759 0.24297048 0.        ],[0.0000000e+00 3.4134820e-04 4.9541643e-05 0.0000000e+00],[0.         0.13931021 0.14757043 0.        ],1.0
5905,905,72a9912dfe1966e3cebec94340952655e37de926,1.0,1.0,0.0018902719,0.9563638,[0.         0.0337853  0.17229395 0.        ],[0.0000000e+00 1.7246300e-04 2.5715015e-05 0.0000000e+00],[0.         0.14049983 0.16554211 0.        ],1.0
16119,119,e69a3bfa97369878f36d0a5a5eb156c17a1f912a,1.0,1.0,0.0019648373,0.9609684,[0.         0.16598867 0.30464426 0.        ],[0.0000000e+00 3.3221216e-04 5.3554944e-05 0.0000000e+00],[0.         0.13699311 0.14793928 0.        ],1.0
15665,665,10c92a85cf4a88d6c4029920312856295689599c,1.0,1.0,0.0026640296,0.95581263,[0.         0.08697486 0.2257112  0.        ],[0.0000000e+00 3.0194994e-04 4.5872097e-05 0.0000000e+00],[0.         0.14334022 0.15010144 0.        ],1.0
12606,606,a8590d943477e83ad32f375bae654698c4774a91,1.0,1.0,0.001969248,0.96152604,[0.         0.05420692 0.19307871 0.        ],[0.0000000e+00 1.9032577e-04 2.6938771e-05 0.0000000e+00],[0.         0.14815868 0.15367997 0.        ],1.0
10242,242,6da2cfb3a930e279ace1da311cd3bc88c7d32f05,1.0,1.0,0.0018378198,0.94279253,[0.         0.07339967 0.2123672  0.        ],[0.0000000e+00 2.9554227e-04 2.8793069e-05 0.0000000e+00],[0.         0.13640147 0.1612163  0.        ],1.0
11737,737,1e670959a3ac61a63c0b269b7b4dbfa7dfc6f65a,1.0,1.0,0.0011253953,0.96168,[0.         0.03463648 0.17370903 0.        ],[0.0000000e+00 2.9203825e-04 5.4447217e-05 0.0000000e+00],[0.         0.14079502 0.1546637  0.        ],1.0
206,206,c2d29938c0c1628dba535d13c34c4de2b13656d2,1.0,1.0,0.0,1.0,[0.        0.2409645 0.3801204 0.       ],[0.0000000e+00 5.2378757e-04 8.7906126e-05 0.0000000e+00],[0.         0.13580178 0.1499519  0.        ],1.0
1587,587,c24018c6ca9554fe02136ccce1715e0969f130bb,1.0,1.0,0.0,1.0,[0.         0.11605965 0.25544783 0.        ],[0.0000000e+00 3.9722500e-04 5.0297076e-05 0.0000000e+00],[0.         0.13394742 0.14457625 0.        ],1.0
5051,51,9f041809af593261a1c39728d7d5c20579ffca81,1.0,1.0,0.001516521,0.9175769,[0.         0.02246856 0.16187806 0.        ],[0.0000000e+00 2.1246102e-04 2.7034117e-05 0.0000000e+00],[0.         0.13804963 0.16668569 0.        ],1.0
15821,821,c8204fdc1c6937a12e313aab43a1e9587020a63c,1.0,1.0,0.00085905194,0.94718415,[0.         0.25853178 0.39802128 0.        ],[0.         0.00068462 0.0001033  0.        ],[0.         0.14888898 0.12949434 0.        ],1.0
16175,175,df5f510a959d0a8907a1301ab5be740ec1eb4f15,1.0,1.0,0.0017336905,0.94233996,[0.         0.02418063 0.16373114 0.        ],[0.0000000e+00 1.7340589e-04 2.0642039e-05 0.0000000e+00],[0.         0.14230478 0.17137972 0.        ],1.0
8354,354,a11c28ad8efe010ab534ea8e1ed34865ed85de9c,1.0,1.0,0.0013534129,0.9574894,[0.         0.08452138 0.2241385  0.        ],[0.0000000e+00 3.3432583e-04 4.3322347e-05 0.0000000e+00],[0.         0.13913578 0.14816275 0.        ],1.0
10248,248,54e228fa200d002d369086bcaf8ca17f4012e29d,1.0,1.0,0.0026474297,0.9673048,[0.         0.21384594 0.35348663 0.        ],[0.0000000e+00 3.0863518e-04 4.3510820e-05 0.0000000e+00],[0.         0.14172353 0.15158862 0.        ],1.0
10547,547,01f37958be6e7dfeaaa7c251af71d229b171123a,1.0,1.0,0.0023274124,0.9246203,[0.         0.09810885 0.23784949 0.        ],[0.0000000e+00 2.4989704e-04 3.6375604e-05 0.0000000e+00],[0.         0.14640623 0.15015583 0.        ],1.0
16798,798,816b95f3b630cb86c106a82873c6e0194dd7217e,1.0,1.0,0.0008843541,0.9498208,[0.         0.06626644 0.20606501 0.        ],[0.0000000e+00 2.7385075e-04 3.8499576e-05 0.0000000e+00],[0.         0.14007866 0.15211709 0.        ],1.0
16071,71,9b113f5b4cf226e05f1bab3e272f4db74e42d118,1.0,1.0,0.0012902021,0.97786,[0.         0.19805554 0.33788425 0.        ],[0.         0.0007928  0.00016724 0.        ],[0.         0.14868242 0.12757584 0.        ],1.0
1708,708,2e5b0fe1310d5f42f7d44d1bc3ff6c9f700ba207,1.0,1.0,0.0,1.0,[0.         0.23699158 0.37683752 0.        ],[0.         0.00064124 0.00013385 0.        ],[0.         0.15243828 0.12361477 0.        ],1.0
13770,770,3d4af93e187fb9314896e2f519e83487e1362643,1.0,1.0,0.0005315542,0.9537202,[0.         0.23261566 0.3727148  0.        ],[0.0000000e+00 4.4251827e-04 6.4025284e-05 0.0000000e+00],[0.         0.13729143 0.15389068 0.        ],1.0
13858,858,afb58e4692045f479bf007396144ef27ab7a14dd,1.0,1.0,0.000711292,0.98431945,[0.         0.26253167 0.40271205 0.        ],[0.0000000e+00 4.0340098e-04 8.8399604e-05 0.0000000e+00],[0.        0.1465825 0.1391403 0.       ],1.0
16489,489,969bcdd0786ee7986e1219c4a5f9cfb0a48f7dfc,1.0,1.0,0.000916332,0.9622755,[0.         0.24143265 0.38166115 0.        ],[0.0000000e+00 4.9380236e-04 8.4088904e-05 0.0000000e+00],[0.         0.14302093 0.14919762 0.        ],1.0
8409,409,a4d5351c792d229c2733db2d6a2e1fe58d7625a2,1.0,1.0,0.00084394217,0.9817151,[0.         0.26591727 0.40627083 0.        ],[0.         0.00079601 0.0001363  0.        ],[0.         0.14061105 0.12713651 0.        ],1.0
13329,329,8ab6f2dd79b08c422c478e72c6fb9746b6756f27,1.0,1.0,0.00072318316,0.97012246,[0.         0.24677777 0.38720995 0.        ],[0.0000000e+00 4.4013798e-04 6.1218772e-05 0.0000000e+00],[0.         0.13355416 0.1459059  0.        ],1.0
1132,132,7a13b273600eaf0b691a90cdbfeaae98c74bd2a7,1.0,1.0,0.0,1.0,[0.         0.14494704 0.28539407 0.        ],[0.000000e+00 4.216432e-04 5.652367e-05 0.000000e+00],[0.         0.14419846 0.14481314 0.        ],1.0
16431,431,8ff89e5e954a88d98e6d2fe2a667620b9a64ed0f,1.0,1.0,0.0005848408,0.9320746,[0.         0.09670417 0.23731901 0.        ],[0.0000000e+00 3.4460478e-04 4.9277947e-05 0.0000000e+00],[0.         0.13780597 0.15542223 0.        ],1.0
8618,618,448e15e9a18cea743143c720009944725e3c8fd6,1.0,1.0,0.001511842,0.95440733,[0.         0.10917466 0.24987417 0.        ],[0.0000000e+00 2.6698102e-04 3.6720339e-05 0.0000000e+00],[0.        0.1429896 0.1509885 0.       ],1.0
1477,477,2b707f505087b9de4f115b24f12f892dd764bdab,1.0,1.0,0.0,1.0,[0.         0.19958496 0.34041315 0.        ],[0.0000000e+00 5.1647174e-04 7.9469719e-05 0.0000000e+00],[0.         0.14635308 0.12828428 0.        ],1.0
15713,713,2d41414b4270edd183fedde1e9d1fd478346a8d1,1.0,1.0,0.0005853176,0.96843374,[0.         0.18489602 0.3258466  0.        ],[0.000000e+00 4.633967e-04 7.320497e-05 0.000000e+00],[0.         0.14200495 0.13739608 0.        ],1.0
9915,915,55dbdc4a50dacfe509fe3ef1de74776f8c94f27a,1.0,1.0,0.00074467063,0.97309977,[0.        0.2552554 0.3962563 0.       ],[0.0000000e+00 5.7780382e-04 9.3751136e-05 0.0000000e+00],[0.         0.15188085 0.1344919  0.        ],1.0
12623,623,eb8afb58cba64cc0ddca6135b527008c40e85f6f,1.0,1.0,0.00043964386,0.9764235,[0.        0.2790072 0.4200696 0.       ],[0.000000e+00 5.369271e-04 7.957244e-05 0.000000e+00],[0.         0.139141   0.13693367 0.        ],1.0
16457,457,bbf0bddd50b2cf92a7cea83087024f9edfe460a0,1.0,1.0,0.0008623302,0.95207584,[0.         0.19955152 0.3407453  0.        ],[0.0000000e+00 4.7358210e-04 9.0082074e-05 0.0000000e+00],[0.         0.14357737 0.14287186 0.        ],1.0
13548,548,21cd4a591a8354de49b43ac7bf55863f6a93139b,1.0,1.0,0.00082564354,0.9440545,[0.         0.14019601 0.2813912  0.        ],[0.000000e+00 3.404635e-04 4.485777e-05 0.000000e+00],[0.         0.1326446  0.15295349 0.        ],1.0
11469,469,690b584e0487723b4d1ded4815043f17b53ce503,1.0,1.0,0.0025394857,0.9650601,[0.         0.23297507 0.37428057 0.        ],[0.0000000e+00 3.4862931e-04 5.0417955e-05 0.0000000e+00],[0.         0.13593929 0.13431019 0.        ],1.0
8519,519,69e10e087c1d7524d50c014f4f138e8d1856ead1,1.0,1.0,0.0025748312,0.9360421,[0.         0.2305242  0.37190872 0.        ],[0.000000e+00 5.283057e-04 7.197716e-05 0.000000e+00],[0.         0.14400241 0.14380412 0.        ],1.0
11748,748,e6a0c8bb9c658f8a63699e2e6059b2d266e3d290,1.0,1.0,0.0013435185,0.9469853,[0.         0.17591554 0.3174653  0.        ],[0.0000000e+00 4.6772996e-04 6.9380905e-05 0.0000000e+00],[0.         0.13271339 0.15099457 0.        ],1.0
15318,318,3eb9dddbd3e37b7da238961202b673439f3b7dd8,1.0,1.0,0.0019954443,0.9564545,[0.         0.15604514 0.29765534 0.        ],[0.0000000e+00 3.5621680e-04 4.1382977e-05 0.0000000e+00],[0.         0.14109062 0.14525257 0.        ],1.0
16915,915,c245959359d2d492bc83a2d9f6ef9b3d5357368d,1.0,1.0,0.0010173917,0.96198374,[0.         0.2180195  0.35967377 0.        ],[0.0000000e+00 5.5513333e-04 8.4391075e-05 0.0000000e+00],[0.         0.14101991 0.14094073 0.        ],1.0
624,624,e7c60ee2e7d67c6449b04a156d3b92c3467e399c,1.0,1.0,0.0,1.0,[0.         0.05652728 0.19826283 0.        ],[0.0000000e+00 2.0709226e-04 2.1316793e-05 0.0000000e+00],[0.         0.13232571 0.16458026 0.        ],1.0
15697,697,69466846eda8f57d9258972deeaccd8c9e7de4f1,1.0,1.0,0.0011073649,0.9760444,[0.        0.2832745 0.4251187 0.       ],[0.         0.00062903 0.00011331 0.        ],[0.         0.14624868 0.12574913 0.        ],1.0
15167,167,d98f7f5238e3eadbbfe76f4df68d88889d6105e5,1.0,1.0,0.0008723438,0.93345135,[0.         0.12429131 0.26615074 0.        ],[0.0000000e+00 3.3754422e-04 3.8458260e-05 0.0000000e+00],[0.         0.14121832 0.15757608 0.        ],1.0
1775,775,2da0f9636761a2ef852f11b7136389ed1d7188c4,1.0,1.0,0.0,1.0,[0.         0.24702257 0.3891582  0.        ],[0.         0.00059302 0.00010382 0.        ],[0.         0.14568292 0.138451   0.        ],1.0
11771,771,5a208060e784554a23b9489eb37347cb8544d53d,1.0,1.0,0.0011098683,0.94889915,[0.         0.10227169 0.24479303 0.        ],[0.0000000e+00 2.5752431e-04 4.2482014e-05 0.0000000e+00],[0.         0.13899542 0.15612473 0.        ],1.0
6992,992,f37cb499c18ea0d3ee6b6c732b10a69f9fa1da31,1.0,1.0,0.0019232631,0.9048734,[0.         0.11815297 0.2609054  0.        ],[0.0000000e+00 2.9722514e-04 3.5719524e-05 0.0000000e+00],[0.         0.13960277 0.15432218 0.        ],1.0
10002,2,9310fa6d6109aca1a20c28f01279cccf047632ff,1.0,1.0,0.0010790825,0.96897507,[0.        0.1605931 0.3034614 0.       ],[0.0000000e+00 3.4409485e-04 6.0476399e-05 0.0000000e+00],[0.         0.13943423 0.14200608 0.        ],1.0
15511,511,1c46978eb84e9c0fc855a5aa8999247d60ea7bb7,1.0,1.0,0.0008124113,0.9582667,[0.         0.16619387 0.30918694 0.        ],[0.0000000e+00 3.1664743e-04 5.5487275e-05 0.0000000e+00],[0.         0.13921972 0.14881831 0.        ],1.0
4945,945,d2566bc369441d141cf842ccd4041bb3128e7675,1.0,1.0,0.00045514107,0.9783556,[0.         0.1986953  0.34175467 0.        ],[0.000000e+00 4.840219e-04 8.904847e-05 0.000000e+00],[0.         0.14622967 0.14015643 0.        ],1.0
11485,485,7481ad269b03bd07e67e5ec5b747f9c43952e6d3,1.0,1.0,0.002435714,0.9259172,[0.         0.07043063 0.2137773  0.        ],[0.0000000e+00 2.6611221e-04 3.7302525e-05 0.0000000e+00],[0.         0.14727381 0.15408437 0.        ],1.0
10269,269,5b7aea6313c547293a0189e40984ba6adacf4e65,1.0,1.0,0.0032306015,0.9650935,[0.         0.03753367 0.18101902 0.        ],[0.0000000e+00 1.3901471e-04 2.0080593e-05 0.0000000e+00],[0.         0.14177828 0.15996858 0.        ],1.0
8213,213,6029f47497632143eb9393a77812371d5e235b78,1.0,1.0,0.0011223257,0.94359404,[0.         0.03875025 0.18229267 0.        ],[0.0000000e+00 2.2800789e-04 3.1221400e-05 0.0000000e+00],[0.         0.14022967 0.16359618 0.        ],1.0
7745,745,4cf8b463f451ceddc573aeb845dc68dae3a90dba,1.0,1.0,0.0011903942,0.956125,[0.         0.13459307 0.27818263 0.        ],[0.0000000e+00 2.9946378e-04 3.8222177e-05 0.0000000e+00],[0.         0.13207912 0.15556917 0.        ],1.0
4944,944,f463f4831f89d5a8e96b7ba3d49b20e6e2a1cc17,1.0,1.0,0.0011932254,0.9330072,[0.         0.02177023 0.16543017 0.        ],[0.0000000e+00 2.3191317e-04 2.8534445e-05 0.0000000e+00],[0.         0.14031455 0.16598539 0.        ],1.0
6332,332,f40e8973aee26012b0ec0cbc84d606466ce31b0b,1.0,1.0,0.0013182461,0.9280118,[0.         0.04733021 0.1910078  0.        ],[0.0000000e+00 2.3577374e-04 3.1873529e-05 0.0000000e+00],[0.         0.13418913 0.16711539 0.        ],1.0
1021,21,e9e938627abf3e54c07ff4fc5d5fab74097a1ddf,1.0,1.0,0.0,1.0,[0.         0.06411158 0.20798936 0.        ],[0.0000000e+00 2.8929522e-04 5.7814857e-05 0.0000000e+00],[0.         0.13621552 0.16372004 0.        ],1.0
23,23,22efea2980c67c5183e304097450e2ddafd6eead,1.0,1.0,0.0,1.0,[0.         0.1920007  0.33590946 0.        ],[0.0000000e+00 4.7297575e-04 7.0669696e-05 0.0000000e+00],[0.         0.13906235 0.14529231 0.        ],1.0
15905,905,9eba8f04dffe66bb8f16afbe6636e3e8981cbadb,1.0,1.0,0.00070557,0.88635504,[0.         0.16252539 0.30645978 0.        ],[0.000000e+00 4.905601e-04 7.137144e-05 0.000000e+00],[0.         0.14652228 0.14036947 0.        ],1.0
7017,17,555bcb96adbeef9b7c108c3e91de0264382d57a9,1.0,1.0,0.0011092126,0.9463533,[0.         0.08722347 0.23121807 0.        ],[0.0000000e+00 2.8238384e-04 4.8460006e-05 0.0000000e+00],[0.         0.13183954 0.16088678 0.        ],1.0
1181,181,6b6919441b18c7e58ab8360d5e2c4b77f1157731,1.0,1.0,0.0,1.0,[0.         0.07137062 0.21546638 0.        ],[0.0000000e+00 2.1946384e-04 3.3142620e-05 0.0000000e+00],[0.         0.13991652 0.16051683 0.        ],1.0
10220,220,dd14fd22185629e0c1a77326fb2f535194d3ff1b,1.0,1.0,0.00042623281,0.9778834,[0.         0.28775844 0.43188444 0.        ],[0.         0.00066084 0.00013991 0.        ],[0.         0.14440688 0.13659248 0.        ],1.0
14569,569,70761c8212af84bcf16512fe6abc8b74102fb5ab,1.0,1.0,0.0010944307,0.97174007,[0.         0.21840096 0.36256567 0.        ],[0.000000e+00 4.964314e-04 8.398171e-05 0.000000e+00],[0.         0.1399337  0.14008613 0.        ],1.0
4998,998,a837c987515c2fbbadea363d1a2ca1e73a77fc37,1.0,1.0,0.0014720559,0.93532014,[0.         0.16803934 0.31232312 0.        ],[0.0000000e+00 4.6605774e-04 7.0758797e-05 0.0000000e+00],[0.         0.14573237 0.1321132  0.        ],1.0
9819,819,f015f3dc58e447f3b490f3588341ca336ed346ed,1.0,1.0,0.0006673634,0.9686772,[0.         0.28331003 0.4276295  0.        ],[0.0000000e+00 5.6377385e-04 9.5626987e-05 0.0000000e+00],[0.         0.13535637 0.1354564  0.        ],1.0
11349,349,59e8212811d6de173caf11f9d182dba989f164b4,1.0,1.0,0.0040917397,0.81801873,[0.         0.1453173  0.28966588 0.        ],[0.0000000e+00 3.3022556e-04 4.6246692e-05 0.0000000e+00],[0.         0.14137179 0.13258733 0.        ],1.0
14533,533,a6dc1db4a66024a19bc4ee04ffde9bc352960ba5,1.0,1.0,0.0010054111,0.94387364,[0.         0.10739237 0.2521593  0.        ],[0.0000000e+00 4.0259282e-04 6.2836596e-05 0.0000000e+00],[0.         0.14114517 0.13845158 0.        ],1.0
4056,56,4de0e9064b8efd4ff3b81aa48bd392ea17f8811f,1.0,1.0,0.001100719,0.9622762,[0.         0.12621418 0.27147093 0.        ],[0.0000000e+00 3.4665500e-04 5.2012707e-05 0.0000000e+00],[0.         0.14023638 0.14950246 0.        ],1.0
449,449,3e49e21f38d68c1b9fe201466ba3d04763edb64a,1.0,1.0,0.0,1.0,[0.         0.2210083  0.36631662 0.        ],[0.         0.00087314 0.0002136  0.        ],[0.         0.14473234 0.13210884 0.        ],1.0
